interest_over_time_date,interest_over_time_hits,interest_over_time_keyword,interest_over_time_geo,interest_over_time_time,interest_over_time_gprop,interest_over_time_category
2007-05-01T00:00:00Z,74,depression,AU,all,web,0
2007-06-01T00:00:00Z,50,depression,AU,all,web,0
2007-07-01T00:00:00Z,45,depression,AU,all,web,0
2007-08-01T00:00:00Z,61,depression,AU,all,web,0
2007-09-01T00:00:00Z,59,depression,AU,all,web,0
2007-10-01T00:00:00Z,53,depression,AU,all,web,0
2007-11-01T00:00:00Z,51,depression,AU,all,web,0
2007-12-01T00:00:00Z,33,depression,AU,all,web,0
2008-01-01T00:00:00Z,38,depression,AU,all,web,0
2008-02-01T00:00:00Z,47,depression,AU,all,web,0
2008-03-01T00:00:00Z,56,depression,AU,all,web,0
2008-04-01T00:00:00Z,50,depression,AU,all,web,0
2008-05-01T00:00:00Z,62,depression,AU,all,web,0
2008-06-01T00:00:00Z,49,depression,AU,all,web,0
2008-07-01T00:00:00Z,39,depression,AU,all,web,0
2008-08-01T00:00:00Z,50,depression,AU,all,web,0
2008-09-01T00:00:00Z,62,depression,AU,all,web,0
2008-10-01T00:00:00Z,68,depression,AU,all,web,0
2008-11-01T00:00:00Z,54,depression,AU,all,web,0
2008-12-01T00:00:00Z,38,depression,AU,all,web,0
2009-01-01T00:00:00Z,41,depression,AU,all,web,0
2009-02-01T00:00:00Z,47,depression,AU,all,web,0
2009-03-01T00:00:00Z,55,depression,AU,all,web,0
2009-04-01T00:00:00Z,51,depression,AU,all,web,0
2009-05-01T00:00:00Z,57,depression,AU,all,web,0
2009-06-01T00:00:00Z,50,depression,AU,all,web,0
2009-07-01T00:00:00Z,50,depression,AU,all,web,0
2009-08-01T00:00:00Z,60,depression,AU,all,web,0
2009-09-01T00:00:00Z,56,depression,AU,all,web,0
2009-10-01T00:00:00Z,55,depression,AU,all,web,0
2009-11-01T00:00:00Z,51,depression,AU,all,web,0
2009-12-01T00:00:00Z,34,depression,AU,all,web,0
2010-01-01T00:00:00Z,36,depression,AU,all,web,0
2010-02-01T00:00:00Z,48,depression,AU,all,web,0
2010-03-01T00:00:00Z,57,depression,AU,all,web,0
2010-04-01T00:00:00Z,51,depression,AU,all,web,0
2010-05-01T00:00:00Z,56,depression,AU,all,web,0
2010-06-01T00:00:00Z,46,depression,AU,all,web,0
2010-07-01T00:00:00Z,43,depression,AU,all,web,0
2010-08-01T00:00:00Z,53,depression,AU,all,web,0
2010-09-01T00:00:00Z,55,depression,AU,all,web,0
2010-10-01T00:00:00Z,54,depression,AU,all,web,0
2010-11-01T00:00:00Z,51,depression,AU,all,web,0
2010-12-01T00:00:00Z,33,depression,AU,all,web,0
2011-01-01T00:00:00Z,34,depression,AU,all,web,0
2011-02-01T00:00:00Z,45,depression,AU,all,web,0
2011-03-01T00:00:00Z,51,depression,AU,all,web,0
2011-04-01T00:00:00Z,44,depression,AU,all,web,0
2011-05-01T00:00:00Z,56,depression,AU,all,web,0
2011-06-01T00:00:00Z,47,depression,AU,all,web,0
2011-07-01T00:00:00Z,39,depression,AU,all,web,0
2011-08-01T00:00:00Z,53,depression,AU,all,web,0
2011-09-01T00:00:00Z,51,depression,AU,all,web,0
2011-10-01T00:00:00Z,52,depression,AU,all,web,0
2011-11-01T00:00:00Z,48,depression,AU,all,web,0
2011-12-01T00:00:00Z,37,depression,AU,all,web,0
2012-01-01T00:00:00Z,37,depression,AU,all,web,0
2012-02-01T00:00:00Z,44,depression,AU,all,web,0
2012-03-01T00:00:00Z,49,depression,AU,all,web,0
2012-04-01T00:00:00Z,48,depression,AU,all,web,0
2012-05-01T00:00:00Z,55,depression,AU,all,web,0
2012-06-01T00:00:00Z,46,depression,AU,all,web,0
2012-07-01T00:00:00Z,46,depression,AU,all,web,0
2012-08-01T00:00:00Z,55,depression,AU,all,web,0
2012-09-01T00:00:00Z,54,depression,AU,all,web,0
2012-10-01T00:00:00Z,53,depression,AU,all,web,0
2012-11-01T00:00:00Z,45,depression,AU,all,web,0
2012-12-01T00:00:00Z,37,depression,AU,all,web,0
2013-01-01T00:00:00Z,36,depression,AU,all,web,0
2013-02-01T00:00:00Z,49,depression,AU,all,web,0
2013-03-01T00:00:00Z,55,depression,AU,all,web,0
2013-04-01T00:00:00Z,55,depression,AU,all,web,0
2013-05-01T00:00:00Z,59,depression,AU,all,web,0
2013-06-01T00:00:00Z,51,depression,AU,all,web,0
2013-07-01T00:00:00Z,48,depression,AU,all,web,0
2013-08-01T00:00:00Z,54,depression,AU,all,web,0
2013-09-01T00:00:00Z,51,depression,AU,all,web,0
2013-10-01T00:00:00Z,49,depression,AU,all,web,0
2013-11-01T00:00:00Z,47,depression,AU,all,web,0
2013-12-01T00:00:00Z,37,depression,AU,all,web,0
2014-01-01T00:00:00Z,41,depression,AU,all,web,0
2014-02-01T00:00:00Z,54,depression,AU,all,web,0
2014-03-01T00:00:00Z,57,depression,AU,all,web,0
2014-04-01T00:00:00Z,51,depression,AU,all,web,0
2014-05-01T00:00:00Z,56,depression,AU,all,web,0
2014-06-01T00:00:00Z,51,depression,AU,all,web,0
2014-07-01T00:00:00Z,46,depression,AU,all,web,0
2014-08-01T00:00:00Z,64,depression,AU,all,web,0
2014-09-01T00:00:00Z,54,depression,AU,all,web,0
2014-10-01T00:00:00Z,55,depression,AU,all,web,0
2014-11-01T00:00:00Z,50,depression,AU,all,web,0
2014-12-01T00:00:00Z,37,depression,AU,all,web,0
2015-01-01T00:00:00Z,40,depression,AU,all,web,0
2015-02-01T00:00:00Z,48,depression,AU,all,web,0
2015-03-01T00:00:00Z,60,depression,AU,all,web,0
2015-04-01T00:00:00Z,54,depression,AU,all,web,0
2015-05-01T00:00:00Z,60,depression,AU,all,web,0
2015-06-01T00:00:00Z,54,depression,AU,all,web,0
2015-07-01T00:00:00Z,48,depression,AU,all,web,0
2015-08-01T00:00:00Z,55,depression,AU,all,web,0
2015-09-01T00:00:00Z,56,depression,AU,all,web,0
2015-10-01T00:00:00Z,55,depression,AU,all,web,0
2015-11-01T00:00:00Z,49,depression,AU,all,web,0
2015-12-01T00:00:00Z,41,depression,AU,all,web,0
2016-01-01T00:00:00Z,41,depression,AU,all,web,0
2016-02-01T00:00:00Z,52,depression,AU,all,web,0
2016-03-01T00:00:00Z,53,depression,AU,all,web,0
2016-04-01T00:00:00Z,50,depression,AU,all,web,0
2016-05-01T00:00:00Z,57,depression,AU,all,web,0
2016-06-01T00:00:00Z,48,depression,AU,all,web,0
2016-07-01T00:00:00Z,43,depression,AU,all,web,0
2016-08-01T00:00:00Z,50,depression,AU,all,web,0
2016-09-01T00:00:00Z,52,depression,AU,all,web,0
2016-10-01T00:00:00Z,51,depression,AU,all,web,0
2016-11-01T00:00:00Z,46,depression,AU,all,web,0
2016-12-01T00:00:00Z,37,depression,AU,all,web,0
2017-01-01T00:00:00Z,38,depression,AU,all,web,0
2017-02-01T00:00:00Z,47,depression,AU,all,web,0
2017-03-01T00:00:00Z,54,depression,AU,all,web,0
2017-04-01T00:00:00Z,52,depression,AU,all,web,0
2017-05-01T00:00:00Z,56,depression,AU,all,web,0
2017-06-01T00:00:00Z,50,depression,AU,all,web,0
2017-07-01T00:00:00Z,46,depression,AU,all,web,0
2017-08-01T00:00:00Z,55,depression,AU,all,web,0
2017-09-01T00:00:00Z,50,depression,AU,all,web,0
2017-10-01T00:00:00Z,50,depression,AU,all,web,0
2017-11-01T00:00:00Z,43,depression,AU,all,web,0
2017-12-01T00:00:00Z,36,depression,AU,all,web,0
2018-01-01T00:00:00Z,38,depression,AU,all,web,0
2018-02-01T00:00:00Z,47,depression,AU,all,web,0
2018-03-01T00:00:00Z,51,depression,AU,all,web,0
2018-04-01T00:00:00Z,47,depression,AU,all,web,0
2018-05-01T00:00:00Z,52,depression,AU,all,web,0
2018-06-01T00:00:00Z,50,depression,AU,all,web,0
2018-07-01T00:00:00Z,45,depression,AU,all,web,0
2018-08-01T00:00:00Z,51,depression,AU,all,web,0
2018-09-01T00:00:00Z,49,depression,AU,all,web,0
2018-10-01T00:00:00Z,48,depression,AU,all,web,0
2018-11-01T00:00:00Z,45,depression,AU,all,web,0
2018-12-01T00:00:00Z,35,depression,AU,all,web,0
2019-01-01T00:00:00Z,36,depression,AU,all,web,0
2019-02-01T00:00:00Z,46,depression,AU,all,web,0
2019-03-01T00:00:00Z,49,depression,AU,all,web,0
2019-04-01T00:00:00Z,46,depression,AU,all,web,0
2019-05-01T00:00:00Z,50,depression,AU,all,web,0
2019-06-01T00:00:00Z,44,depression,AU,all,web,0
2019-07-01T00:00:00Z,40,depression,AU,all,web,0
2019-08-01T00:00:00Z,47,depression,AU,all,web,0
2019-09-01T00:00:00Z,50,depression,AU,all,web,0
2019-10-01T00:00:00Z,45,depression,AU,all,web,0
2019-11-01T00:00:00Z,41,depression,AU,all,web,0
2019-12-01T00:00:00Z,34,depression,AU,all,web,0
2020-01-01T00:00:00Z,34,depression,AU,all,web,0
2020-02-01T00:00:00Z,42,depression,AU,all,web,0
2020-03-01T00:00:00Z,56,depression,AU,all,web,0
2020-04-01T00:00:00Z,51,depression,AU,all,web,0
2020-05-01T00:00:00Z,51,depression,AU,all,web,0
2020-06-01T00:00:00Z,49,depression,AU,all,web,0
2020-07-01T00:00:00Z,41,depression,AU,all,web,0
2020-08-01T00:00:00Z,48,depression,AU,all,web,0
2004-01-01T00:00:00Z,14,psychologist,AU,all,web,0
2004-02-01T00:00:00Z,18,psychologist,AU,all,web,0
2004-03-01T00:00:00Z,10,psychologist,AU,all,web,0
2004-04-01T00:00:00Z,7,psychologist,AU,all,web,0
2004-05-01T00:00:00Z,8,psychologist,AU,all,web,0
2004-06-01T00:00:00Z,10,psychologist,AU,all,web,0
2004-07-01T00:00:00Z,12,psychologist,AU,all,web,0
2004-08-01T00:00:00Z,10,psychologist,AU,all,web,0
2004-09-01T00:00:00Z,11,psychologist,AU,all,web,0
2004-10-01T00:00:00Z,11,psychologist,AU,all,web,0
2004-11-01T00:00:00Z,8,psychologist,AU,all,web,0
2004-12-01T00:00:00Z,7,psychologist,AU,all,web,0
2005-01-01T00:00:00Z,10,psychologist,AU,all,web,0
2005-02-01T00:00:00Z,16,psychologist,AU,all,web,0
2005-03-01T00:00:00Z,9,psychologist,AU,all,web,0
2005-04-01T00:00:00Z,11,psychologist,AU,all,web,0
2005-05-01T00:00:00Z,13,psychologist,AU,all,web,0
2005-06-01T00:00:00Z,13,psychologist,AU,all,web,0
2005-07-01T00:00:00Z,9,psychologist,AU,all,web,0
2005-08-01T00:00:00Z,12,psychologist,AU,all,web,0
2005-09-01T00:00:00Z,10,psychologist,AU,all,web,0
2005-10-01T00:00:00Z,13,psychologist,AU,all,web,0
2005-11-01T00:00:00Z,8,psychologist,AU,all,web,0
2005-12-01T00:00:00Z,8,psychologist,AU,all,web,0
2006-01-01T00:00:00Z,8,psychologist,AU,all,web,0
2006-02-01T00:00:00Z,16,psychologist,AU,all,web,0
2006-03-01T00:00:00Z,12,psychologist,AU,all,web,0
2006-04-01T00:00:00Z,9,psychologist,AU,all,web,0
2006-05-01T00:00:00Z,12,psychologist,AU,all,web,0
2006-06-01T00:00:00Z,11,psychologist,AU,all,web,0
2006-07-01T00:00:00Z,12,psychologist,AU,all,web,0
2006-08-01T00:00:00Z,9,psychologist,AU,all,web,0
2006-09-01T00:00:00Z,9,psychologist,AU,all,web,0
2006-10-01T00:00:00Z,10,psychologist,AU,all,web,0
2006-11-01T00:00:00Z,11,psychologist,AU,all,web,0
2006-12-01T00:00:00Z,8,psychologist,AU,all,web,0
2007-01-01T00:00:00Z,10,psychologist,AU,all,web,0
2007-02-01T00:00:00Z,16,psychologist,AU,all,web,0
2007-03-01T00:00:00Z,13,psychologist,AU,all,web,0
2007-04-01T00:00:00Z,10,psychologist,AU,all,web,0
2007-05-01T00:00:00Z,11,psychologist,AU,all,web,0
2007-06-01T00:00:00Z,12,psychologist,AU,all,web,0
2007-07-01T00:00:00Z,10,psychologist,AU,all,web,0
2007-08-01T00:00:00Z,11,psychologist,AU,all,web,0
2007-09-01T00:00:00Z,12,psychologist,AU,all,web,0
2007-10-01T00:00:00Z,12,psychologist,AU,all,web,0
2007-11-01T00:00:00Z,10,psychologist,AU,all,web,0
2007-12-01T00:00:00Z,9,psychologist,AU,all,web,0
2008-01-01T00:00:00Z,11,psychologist,AU,all,web,0
2008-02-01T00:00:00Z,16,psychologist,AU,all,web,0
2008-03-01T00:00:00Z,13,psychologist,AU,all,web,0
2008-04-01T00:00:00Z,14,psychologist,AU,all,web,0
2008-05-01T00:00:00Z,13,psychologist,AU,all,web,0
2008-06-01T00:00:00Z,13,psychologist,AU,all,web,0
2008-07-01T00:00:00Z,12,psychologist,AU,all,web,0
2008-08-01T00:00:00Z,12,psychologist,AU,all,web,0
2008-09-01T00:00:00Z,13,psychologist,AU,all,web,0
2008-10-01T00:00:00Z,12,psychologist,AU,all,web,0
2008-11-01T00:00:00Z,13,psychologist,AU,all,web,0
2008-12-01T00:00:00Z,10,psychologist,AU,all,web,0
2009-01-01T00:00:00Z,11,psychologist,AU,all,web,0
2009-02-01T00:00:00Z,18,psychologist,AU,all,web,0
2009-03-01T00:00:00Z,12,psychologist,AU,all,web,0
2009-04-01T00:00:00Z,15,psychologist,AU,all,web,0
2009-05-01T00:00:00Z,14,psychologist,AU,all,web,0
2009-06-01T00:00:00Z,12,psychologist,AU,all,web,0
2009-07-01T00:00:00Z,15,psychologist,AU,all,web,0
2009-08-01T00:00:00Z,15,psychologist,AU,all,web,0
2009-09-01T00:00:00Z,13,psychologist,AU,all,web,0
2009-10-01T00:00:00Z,14,psychologist,AU,all,web,0
2009-11-01T00:00:00Z,16,psychologist,AU,all,web,0
2009-12-01T00:00:00Z,15,psychologist,AU,all,web,0
2010-01-01T00:00:00Z,14,psychologist,AU,all,web,0
2010-02-01T00:00:00Z,21,psychologist,AU,all,web,0
2010-03-01T00:00:00Z,18,psychologist,AU,all,web,0
2010-04-01T00:00:00Z,17,psychologist,AU,all,web,0
2010-05-01T00:00:00Z,19,psychologist,AU,all,web,0
2010-06-01T00:00:00Z,17,psychologist,AU,all,web,0
2010-07-01T00:00:00Z,17,psychologist,AU,all,web,0
2010-08-01T00:00:00Z,18,psychologist,AU,all,web,0
2010-09-01T00:00:00Z,17,psychologist,AU,all,web,0
2010-10-01T00:00:00Z,14,psychologist,AU,all,web,0
2010-11-01T00:00:00Z,18,psychologist,AU,all,web,0
2010-12-01T00:00:00Z,14,psychologist,AU,all,web,0
2011-01-01T00:00:00Z,15,psychologist,AU,all,web,0
2011-02-01T00:00:00Z,22,psychologist,AU,all,web,0
2011-03-01T00:00:00Z,18,psychologist,AU,all,web,0
2011-04-01T00:00:00Z,17,psychologist,AU,all,web,0
2011-05-01T00:00:00Z,20,psychologist,AU,all,web,0
2011-06-01T00:00:00Z,19,psychologist,AU,all,web,0
2011-07-01T00:00:00Z,15,psychologist,AU,all,web,0
2011-08-01T00:00:00Z,16,psychologist,AU,all,web,0
2011-09-01T00:00:00Z,17,psychologist,AU,all,web,0
2011-10-01T00:00:00Z,16,psychologist,AU,all,web,0
2011-11-01T00:00:00Z,16,psychologist,AU,all,web,0
2011-12-01T00:00:00Z,14,psychologist,AU,all,web,0
2012-01-01T00:00:00Z,15,psychologist,AU,all,web,0
2012-02-01T00:00:00Z,20,psychologist,AU,all,web,0
2012-03-01T00:00:00Z,18,psychologist,AU,all,web,0
2012-04-01T00:00:00Z,16,psychologist,AU,all,web,0
2012-05-01T00:00:00Z,20,psychologist,AU,all,web,0
2012-06-01T00:00:00Z,17,psychologist,AU,all,web,0
2012-07-01T00:00:00Z,18,psychologist,AU,all,web,0
2012-08-01T00:00:00Z,19,psychologist,AU,all,web,0
2012-09-01T00:00:00Z,18,psychologist,AU,all,web,0
2012-10-01T00:00:00Z,17,psychologist,AU,all,web,0
2012-11-01T00:00:00Z,19,psychologist,AU,all,web,0
2012-12-01T00:00:00Z,14,psychologist,AU,all,web,0
2013-01-01T00:00:00Z,17,psychologist,AU,all,web,0
2013-02-01T00:00:00Z,22,psychologist,AU,all,web,0
2013-03-01T00:00:00Z,19,psychologist,AU,all,web,0
2013-04-01T00:00:00Z,20,psychologist,AU,all,web,0
2013-05-01T00:00:00Z,20,psychologist,AU,all,web,0
2013-06-01T00:00:00Z,20,psychologist,AU,all,web,0
2013-07-01T00:00:00Z,21,psychologist,AU,all,web,0
2013-08-01T00:00:00Z,20,psychologist,AU,all,web,0
2013-09-01T00:00:00Z,18,psychologist,AU,all,web,0
2013-10-01T00:00:00Z,19,psychologist,AU,all,web,0
2013-11-01T00:00:00Z,18,psychologist,AU,all,web,0
2013-12-01T00:00:00Z,15,psychologist,AU,all,web,0
2014-01-01T00:00:00Z,19,psychologist,AU,all,web,0
2014-02-01T00:00:00Z,23,psychologist,AU,all,web,0
2014-03-01T00:00:00Z,21,psychologist,AU,all,web,0
2014-04-01T00:00:00Z,19,psychologist,AU,all,web,0
2014-05-01T00:00:00Z,21,psychologist,AU,all,web,0
2014-06-01T00:00:00Z,20,psychologist,AU,all,web,0
2014-07-01T00:00:00Z,20,psychologist,AU,all,web,0
2014-08-01T00:00:00Z,21,psychologist,AU,all,web,0
2014-09-01T00:00:00Z,21,psychologist,AU,all,web,0
2014-10-01T00:00:00Z,21,psychologist,AU,all,web,0
2014-11-01T00:00:00Z,20,psychologist,AU,all,web,0
2014-12-01T00:00:00Z,18,psychologist,AU,all,web,0
2015-01-01T00:00:00Z,20,psychologist,AU,all,web,0
2015-02-01T00:00:00Z,25,psychologist,AU,all,web,0
2015-03-01T00:00:00Z,24,psychologist,AU,all,web,0
2015-04-01T00:00:00Z,21,psychologist,AU,all,web,0
2015-05-01T00:00:00Z,23,psychologist,AU,all,web,0
2015-06-01T00:00:00Z,23,psychologist,AU,all,web,0
2015-07-01T00:00:00Z,23,psychologist,AU,all,web,0
2015-08-01T00:00:00Z,24,psychologist,AU,all,web,0
2015-09-01T00:00:00Z,21,psychologist,AU,all,web,0
2015-10-01T00:00:00Z,23,psychologist,AU,all,web,0
2015-11-01T00:00:00Z,23,psychologist,AU,all,web,0
2015-12-01T00:00:00Z,18,psychologist,AU,all,web,0
2016-01-01T00:00:00Z,21,psychologist,AU,all,web,0
2016-02-01T00:00:00Z,26,psychologist,AU,all,web,0
2016-03-01T00:00:00Z,25,psychologist,AU,all,web,0
2016-04-01T00:00:00Z,24,psychologist,AU,all,web,0
2016-05-01T00:00:00Z,27,psychologist,AU,all,web,0
2016-06-01T00:00:00Z,25,psychologist,AU,all,web,0
2016-07-01T00:00:00Z,23,psychologist,AU,all,web,0
2016-08-01T00:00:00Z,24,psychologist,AU,all,web,0
2016-09-01T00:00:00Z,24,psychologist,AU,all,web,0
2016-10-01T00:00:00Z,24,psychologist,AU,all,web,0
2016-11-01T00:00:00Z,25,psychologist,AU,all,web,0
2016-12-01T00:00:00Z,18,psychologist,AU,all,web,0
2017-01-01T00:00:00Z,23,psychologist,AU,all,web,0
2017-02-01T00:00:00Z,28,psychologist,AU,all,web,0
2017-03-01T00:00:00Z,29,psychologist,AU,all,web,0
2017-04-01T00:00:00Z,25,psychologist,AU,all,web,0
2017-05-01T00:00:00Z,29,psychologist,AU,all,web,0
2017-06-01T00:00:00Z,27,psychologist,AU,all,web,0
2017-07-01T00:00:00Z,26,psychologist,AU,all,web,0
2017-08-01T00:00:00Z,27,psychologist,AU,all,web,0
2017-09-01T00:00:00Z,26,psychologist,AU,all,web,0
2017-10-01T00:00:00Z,26,psychologist,AU,all,web,0
2017-11-01T00:00:00Z,26,psychologist,AU,all,web,0
2017-12-01T00:00:00Z,20,psychologist,AU,all,web,0
2018-01-01T00:00:00Z,25,psychologist,AU,all,web,0
2018-02-01T00:00:00Z,30,psychologist,AU,all,web,0
2018-03-01T00:00:00Z,29,psychologist,AU,all,web,0
2018-04-01T00:00:00Z,27,psychologist,AU,all,web,0
2018-05-01T00:00:00Z,29,psychologist,AU,all,web,0
2018-06-01T00:00:00Z,30,psychologist,AU,all,web,0
2018-07-01T00:00:00Z,30,psychologist,AU,all,web,0
2018-08-01T00:00:00Z,31,psychologist,AU,all,web,0
2018-09-01T00:00:00Z,28,psychologist,AU,all,web,0
2018-10-01T00:00:00Z,28,psychologist,AU,all,web,0
2018-11-01T00:00:00Z,29,psychologist,AU,all,web,0
2018-12-01T00:00:00Z,23,psychologist,AU,all,web,0
2019-01-01T00:00:00Z,28,psychologist,AU,all,web,0
2019-02-01T00:00:00Z,33,psychologist,AU,all,web,0
2019-03-01T00:00:00Z,32,psychologist,AU,all,web,0
2019-04-01T00:00:00Z,28,psychologist,AU,all,web,0
2019-05-01T00:00:00Z,32,psychologist,AU,all,web,0
2019-06-01T00:00:00Z,29,psychologist,AU,all,web,0
2019-07-01T00:00:00Z,31,psychologist,AU,all,web,0
2019-08-01T00:00:00Z,32,psychologist,AU,all,web,0
2019-09-01T00:00:00Z,33,psychologist,AU,all,web,0
2019-10-01T00:00:00Z,33,psychologist,AU,all,web,0
2019-11-01T00:00:00Z,31,psychologist,AU,all,web,0
2019-12-01T00:00:00Z,25,psychologist,AU,all,web,0
2020-01-01T00:00:00Z,30,psychologist,AU,all,web,0
2020-02-01T00:00:00Z,36,psychologist,AU,all,web,0
2020-03-01T00:00:00Z,27,psychologist,AU,all,web,0
2020-04-01T00:00:00Z,26,psychologist,AU,all,web,0
2020-05-01T00:00:00Z,33,psychologist,AU,all,web,0
2020-06-01T00:00:00Z,39,psychologist,AU,all,web,0
2020-07-01T00:00:00Z,37,psychologist,AU,all,web,0
2020-08-01T00:00:00Z,38,psychologist,AU,all,web,0
2004-01-01T00:00:00Z,24,anxiety,AU,all,web,0
2004-02-01T00:00:00Z,21,anxiety,AU,all,web,0
2004-03-01T00:00:00Z,25,anxiety,AU,all,web,0
2004-04-01T00:00:00Z,26,anxiety,AU,all,web,0
2004-05-01T00:00:00Z,27,anxiety,AU,all,web,0
2004-06-01T00:00:00Z,31,anxiety,AU,all,web,0
2004-07-01T00:00:00Z,25,anxiety,AU,all,web,0
2004-08-01T00:00:00Z,24,anxiety,AU,all,web,0
2004-09-01T00:00:00Z,27,anxiety,AU,all,web,0
2004-10-01T00:00:00Z,26,anxiety,AU,all,web,0
2004-11-01T00:00:00Z,23,anxiety,AU,all,web,0
2004-12-01T00:00:00Z,19,anxiety,AU,all,web,0
2005-01-01T00:00:00Z,22,anxiety,AU,all,web,0
2005-02-01T00:00:00Z,26,anxiety,AU,all,web,0
2005-03-01T00:00:00Z,25,anxiety,AU,all,web,0
2005-04-01T00:00:00Z,26,anxiety,AU,all,web,0
2005-05-01T00:00:00Z,27,anxiety,AU,all,web,0
2005-06-01T00:00:00Z,27,anxiety,AU,all,web,0
2005-07-01T00:00:00Z,24,anxiety,AU,all,web,0
2005-08-01T00:00:00Z,27,anxiety,AU,all,web,0
2005-09-01T00:00:00Z,27,anxiety,AU,all,web,0
2005-10-01T00:00:00Z,23,anxiety,AU,all,web,0
2005-11-01T00:00:00Z,20,anxiety,AU,all,web,0
2005-12-01T00:00:00Z,20,anxiety,AU,all,web,0
2006-01-01T00:00:00Z,23,anxiety,AU,all,web,0
2006-02-01T00:00:00Z,23,anxiety,AU,all,web,0
2006-03-01T00:00:00Z,28,anxiety,AU,all,web,0
2006-04-01T00:00:00Z,22,anxiety,AU,all,web,0
2006-05-01T00:00:00Z,27,anxiety,AU,all,web,0
2006-06-01T00:00:00Z,22,anxiety,AU,all,web,0
2006-07-01T00:00:00Z,20,anxiety,AU,all,web,0
2006-08-01T00:00:00Z,24,anxiety,AU,all,web,0
2006-09-01T00:00:00Z,19,anxiety,AU,all,web,0
2006-10-01T00:00:00Z,26,anxiety,AU,all,web,0
2006-11-01T00:00:00Z,21,anxiety,AU,all,web,0
2006-12-01T00:00:00Z,19,anxiety,AU,all,web,0
2007-01-01T00:00:00Z,21,anxiety,AU,all,web,0
2007-02-01T00:00:00Z,23,anxiety,AU,all,web,0
2007-03-01T00:00:00Z,25,anxiety,AU,all,web,0
2007-04-01T00:00:00Z,24,anxiety,AU,all,web,0
2007-05-01T00:00:00Z,21,anxiety,AU,all,web,0
2007-06-01T00:00:00Z,25,anxiety,AU,all,web,0
2007-07-01T00:00:00Z,21,anxiety,AU,all,web,0
2007-08-01T00:00:00Z,23,anxiety,AU,all,web,0
2007-09-01T00:00:00Z,23,anxiety,AU,all,web,0
2007-10-01T00:00:00Z,23,anxiety,AU,all,web,0
2007-11-01T00:00:00Z,20,anxiety,AU,all,web,0
2007-12-01T00:00:00Z,19,anxiety,AU,all,web,0
2008-01-01T00:00:00Z,19,anxiety,AU,all,web,0
2008-02-01T00:00:00Z,20,anxiety,AU,all,web,0
2008-03-01T00:00:00Z,23,anxiety,AU,all,web,0
2008-04-01T00:00:00Z,26,anxiety,AU,all,web,0
2008-05-01T00:00:00Z,24,anxiety,AU,all,web,0
2008-06-01T00:00:00Z,23,anxiety,AU,all,web,0
2008-07-01T00:00:00Z,21,anxiety,AU,all,web,0
2008-08-01T00:00:00Z,20,anxiety,AU,all,web,0
2008-09-01T00:00:00Z,25,anxiety,AU,all,web,0
2008-10-01T00:00:00Z,24,anxiety,AU,all,web,0
2008-11-01T00:00:00Z,20,anxiety,AU,all,web,0
2008-12-01T00:00:00Z,18,anxiety,AU,all,web,0
